Sample,Noisy_SNR_dB,Enhanced_SNR_dB,SNR_Improvement_dB
1,-9.493607737739135,2.907623762591334,12.401231500330468
2,-7.6269637505195735,2.3589090995211097,9.985872850040684
3,-2.744922441624702,1.1698561905181402,3.914778632142842
4,-10.91312289286239,2.525502777296302,13.438625670158691
5,-11.585775082914896,3.8599365015402762,15.445711584455172
6,-8.96842420596128,2.6434138673344294,11.61183807329571
7,-10.486536778366913,2.553989318986198,13.040526097353112
8,-13.084891378544176,1.9612665080975593,15.046157886641735
9,-10.068396608451923,2.813659207578457,12.88205581603038
10,-12.069614123702115,2.9224476332975935,14.992061756999709
11,-7.470744378824713,2.6963792932159567,10.16712367204067
12,-6.055433359800707,2.1501140824554192,8.205547442256126
13,-12.060636586294944,3.2006902844908405,15.261326870785783
14,-4.707259135604191,1.9295338468626304,6.636792982466821
15,-6.972628378921788,2.504049688799881,9.47667806772167
16,-6.609495282924436,2.900916858510281,9.510412141434717
17,-9.396615344245292,3.220770961445489,12.617386305690781
18,-9.115366171658788,3.016535324494272,12.131901496153061
19,-8.458401878350433,2.7727945339138413,11.231196412264275
20,-1.5877830566523434,0.9807422460502837,2.568525302702627
21,-6.873306288702059,2.0978772119995033,8.971183500701562
22,-11.57978377300434,4.858031437429633,16.437815210433975
23,-17.707238758794666,3.059164924642447,20.76640368343711
24,-14.224118760809771,6.185314232984175,20.409432993793946
25,-11.497174044400392,1.7661347942631065,13.263308838663498
26,-10.442298383318988,2.2222855436254285,12.664583926944417
27,-11.181580515072989,2.7694341477590827,13.951014662832073
28,-8.332258495014248,2.5226934513883266,10.854951946402574
29,-8.73411758156648,2.2285764929155034,10.962694074481984
30,-8.754201666164196,3.432105577292803,12.186307243456998
31,-11.716991269883854,4.144493477796659,15.861484747680514
32,-12.149627965393586,3.0955138756494045,15.24514184104299
33,-16.42998890885588,3.7126190694342625,20.14260797829014
34,-0.9179482318504393,0.7048802202815657,1.6228284521320049
35,-12.306649885366541,3.707172943860206,16.013822829226747
36,-18.34812030665124,2.783989136515318,21.132109443166556
37,-16.864763722230126,4.380834655707142,21.24559837793727
38,-14.171518534694021,4.57038665205065,18.74190518674467
39,-12.427311989272829,4.383266819692092,16.81057880896492
40,-11.509433480572449,4.928661333584597,16.438094814157047
41,-9.593306438654432,2.8614192195327175,12.454725658187149
42,-13.147228197571144,5.54145252830931,18.688680725880452
43,-12.256532801204385,3.140544182361417,15.397076983565801
44,-12.197366125050745,3.1752847767639922,15.372650901814737
45,-15.779767837702254,3.5204424055607038,19.300210243262956
46,-5.044281354349657,2.310361360939069,7.354642715288726
47,-11.67067497043777,3.354871168141415,15.025546138579184
48,-10.815546010060423,3.9186747549252465,14.73422076498567
49,-10.003132801390711,3.0541731487613175,13.057305950152028
50,-13.657895142884763,3.0017708660338243,16.659666008918588
51,-11.287417719723402,2.776593879005093,14.064011598728495
52,-12.096494374379919,2.97732025395523,15.07381462833515
53,-6.581121606427786,2.2194209848001307,8.800542591227916
54,-8.440904385161467,2.5251953811228303,10.966099766284298
55,-14.417880063536321,4.66965165254385,19.08753171608017
56,-9.579155039681677,3.2316522895710618,12.81080732925274
57,-5.021264913079616,1.6913365991177287,6.712601512197344
58,-5.504204770201195,1.491106340304233,6.995311110505428
59,-10.408900582787528,3.7698628072583524,14.17876339004588
60,-12.353735632687757,3.5488485638554925,15.902584196543248
61,-10.645931248034817,3.7776558172244963,14.423587065259312
62,-9.013043798599332,3.067380956877714,12.080424755477047
63,-11.892071527139432,3.7296178146334076,15.62168934177284
64,-9.1466564056288,2.20668331254099,11.35333971816979
65,-12.776478415354992,2.1232425578032528,14.899720973158246
66,-1.547360992681976,0.9812104696119341,2.52857146229391
67,-9.99417931039191,4.407121076893924,14.401300387285835
68,-12.521936366022386,5.655061496375526,18.17699786239791
69,-10.574843599496656,4.991575103794774,15.56641870329143
70,-11.892669564919325,3.641663510779385,15.53433307569871
71,-9.581587536743735,-13.539167627028872,-3.9575800902851377
72,-11.580965794517839,3.127296748261264,14.708262542779103
73,-9.004254508693183,2.5430184014777977,11.547272910170982
74,-7.386059320171422,1.4228336739188163,8.808892994090238
75,-6.8263454113766215,2.3630449916895633,9.189390403066184
76,-10.676722142128858,3.541465682522464,14.218187824651322
77,-3.2436217557204765,1.1669898151957265,4.410611570916203
78,-6.717285343073755,1.2518100289053649,7.96909537197912
79,-7.248746998593579,2.1696708820024204,9.418417880596
80,-10.703441053903822,1.9995774283248817,12.703018482228703
81,-9.103646459678172,1.6120714697297873,10.71571792940796
82,-6.175837330440905,1.209622716046237,7.385460046487142
83,-4.065486551195707,0.7042530495877637,4.7697396007834705
84,-5.065536337186327,1.1372354814623653,6.202771818648692
85,-9.89085605341798,2.27286362838333,12.163719681801311
86,-9.74945714790179,1.380237465128096,11.129694613029885
87,-7.349719766272768,1.8897380119771952,9.239457778249964
88,-10.833409066366322,1.1182587161783215,11.951667782544643
89,-6.7655350197347,1.2236738514190448,7.989208871153744
90,-8.937532743675312,1.6186929298557762,10.556225673531088
91,-7.268012765212546,1.5660867208166804,8.834099486029228
92,-10.6009696361319,1.519923013449835,12.120892649581736
93,-8.822847579146654,4.0298376108649325,12.852685190011586
94,-12.25071486746108,5.328084405081455,17.578799272542533
95,-4.805086135472734,1.6764173026192895,6.481503438092023
96,-8.44585312653849,0.8737707917590176,9.319623918297507
97,-11.02686038071624,1.4061753163208532,12.433035697037093
98,-13.203051780764724,1.0961077858305859,14.29915956659531
99,-9.6425629496662,3.886272691119606,13.528835640785806
100,-9.256264854633693,1.5330130885171602,10.789277943150854
101,-7.589341829192979,1.9254281051892814,9.514769934382262
102,-9.09464387489749,0.9101294161436623,10.004773291041152
103,-7.756317049174176,1.3906201915793373,9.146937240753513
104,-7.223303906723344,1.0527268899569988,8.276030796680343
105,-10.127874408952104,2.2971538490949213,12.425028258047025
106,-8.26657818500305,-6.5957675515264835,1.6708106334765667
107,-10.858915224478675,1.0050170290176899,11.863932253496365
108,-9.104430210324809,-0.33158594655073953,8.77284426377407
109,-14.193879968271892,0.47500729807039643,14.668887266342288
110,-9.926287667679123,4.0687123208385065,13.99499998851763
111,-10.397871938284393,0.8571004965654027,11.254972434849796
112,-11.224560243607076,4.171506361623278,15.396066605230354
113,-14.626753798840648,4.581252025703182,19.20800582454383
114,-13.934461591977922,1.6836886151160904,15.618150207094011
115,-11.453381702784174,3.1266734776004808,14.580055180384655
116,-12.10540427611096,3.1995180854591694,15.30492236157013
117,-13.06062234185643,5.898587580647608,18.959209922504037
118,-7.823700568116112,2.703215507969199,10.52691607608531
119,-10.271279374255629,2.298351210754571,12.5696305850102
120,-7.991279802316885,2.6000833970704837,10.59136319938737
121,-10.15203988171235,4.5434712762509415,14.695511157963292
122,-10.554215180467992,6.0722506450039395,16.626465825471932
123,-12.000433965440633,6.152107442020035,18.152541407460667
124,-7.583320238879625,4.002554084729138,11.585874323608763
125,-8.807223664965157,1.4880477576943378,10.295271422659495
126,-6.772671468673572,1.1353389196296124,7.908010388303184
127,-2.966160128217497,1.1297646662668395,4.095924794484336
128,-4.349871121909187,1.2686703001844444,5.618541422093632
129,-9.486627780914493,1.812505354661809,11.299133135576302
130,-6.57286540273189,2.35032820545696,8.92319360818885
131,-9.890859103416478,3.0859306614712723,12.97678976488775
132,-5.629399368893669,1.6421591420624297,7.2715585109560985
133,-10.984664719941769,2.941762297669227,13.926427017610996
134,-9.687113408525684,3.1427203095079665,12.829833718033651
135,-7.933360788595815,2.152106732002042,10.085467520597856
136,-7.449974629534525,2.921657522972674,10.3716321525072
137,-11.411827380230582,3.9420410558600243,15.353868436090606
138,-12.58968302745189,1.673532988122452,14.263216015574343
139,-10.258645435206494,3.069571787261749,13.328217222468243
140,-9.664428179517566,2.782143903349868,12.446572082867434
141,-4.083235089130087,0.9130437721225166,4.996278861252604
142,1.8893177584924157,2.6048278953304553,0.7155101368380397
143,-5.042172384056092,1.4904736727170325,6.532646056773125
144,-7.235989664390935,1.7921746980376787,9.028164362428614
145,-11.477013932971706,1.7026293928308032,13.179643325802509
146,-9.999377485302652,3.9721231072986325,13.971500592601284
147,-7.002883362927045,3.5209944382057397,10.523877801132784
148,-0.9246047891813043,0.772799282415272,1.6974040715965764
149,-8.13627779522339,2.618411325151704,10.754689120375094
150,-7.344502522403479,1.438127678459936,8.782630200863416
151,-7.794914104791381,1.0479389105812933,8.842853015372675
152,-8.643315800822547,1.1750267877538032,9.81834258857635
153,-5.395834350784693,1.5350396053302342,6.930873956114927
154,-7.1661675648671155,1.8810685341920417,9.047236099059157
155,-9.407022769420161,2.3644376498697826,11.771460419289944
156,-9.75781010945334,1.250775596874068,11.008585706327407
157,-11.00411322912439,6.461868536631425,17.465981765755814
158,-9.170448944681365,2.4333996032244953,11.60384854790586
159,-10.44005803039571,4.2864376434447795,14.726495673840489
160,-10.160349902037986,4.120117094050686,14.280466996088672
161,-10.621803794523721,5.011694629073833,15.633498423597555
162,-11.402156115520674,8.902393288204198,20.30454940372487
163,-8.901804736715812,3.9877442227282023,12.889548959444014
164,-14.090857088496623,3.446188928455307,17.53704601695193
165,-14.147144070708643,6.338814871060311,20.485958941768956
166,-9.986355593429389,4.349951043517161,14.33630663694655
167,-7.284827053119855,0.9845710935450601,8.269398146664916
168,-12.70210198820072,0.7857956198730747,13.487897608073794
169,-14.660530196028613,1.1888697100861483,15.849399906114762
170,-13.023889598192952,1.0054430350450898,14.029332633238042
171,-13.967273527591304,2.437880178775951,16.405153706367255
172,-10.730868674832987,3.373515059502708,14.104383734335695
173,-7.63175459285434,1.1719077051394295,8.80366229799377
174,-11.409096912036096,2.114238687454041,13.523335599490137
175,-11.449489289792238,2.4716450226904096,13.921134312482648
176,-12.997089512325415,0.8559105446831666,13.85300005700858
177,-10.47382154350151,1.550669155352693,12.024490698854203
178,-12.656595473721728,1.6154973982127399,14.272092871934468
179,-13.189748261623695,1.2539843132432522,14.443732574866948
180,-13.673754094695198,1.4387853704667422,15.112539465161941
181,-11.202347711147773,6.0712023438630975,17.273550055010872
182,-9.569050450683221,2.518943940480951,12.087994391164173
183,-11.052364629381632,1.5666833969998066,12.619048026381439
184,-6.558863913024736,1.1100071617544514,7.6688710747791875
185,-11.763249525234421,2.0125870654136584,13.77583659064808
186,-9.648876443619113,1.4056547818924334,11.054531225511546
187,-9.175704004098073,2.110510077831265,11.286214081929337
188,-8.284564393092245,2.120141258526195,10.404705651618439
189,-10.216745570522551,3.328604868587102,13.545350439109654
190,-10.815541331249253,3.2833874601279285,14.098928791377181
191,-6.538449374655996,1.5143724062854635,8.052821780941459
192,-6.012562705928238,2.420760060440299,8.433322766368537
193,-8.75167251028701,1.9031556109202579,10.654828121207268
194,-5.044950263486667,1.4052394734791842,6.450189736965852
195,-8.714963118279965,2.3941756051288623,11.109138723408826
196,-9.665146352253624,1.4787992942258523,11.143945646479477
197,-11.673137382355298,1.3660845432111082,13.039221925566407
198,-10.509991304180822,1.966292302182866,12.476283606363689
199,-8.402345250646356,2.32311195928505,10.725457209931406
200,-8.969830623518423,2.2393084070793705,11.209139030597793
201,-9.88173908780256,3.03675137403917,12.91849046184173
202,-10.619714486090544,1.680646017810844,12.300360503901388
203,-9.255617870999483,1.5898095810290296,10.845427452028513
204,-11.862068917675302,1.3185103711321782,13.180579288807479
205,-11.283161541237586,1.5663064569503011,12.849467998187887
206,-6.55531621427264,-2.6300281489611237,3.9252880653115163
